TRDAR_SE_C,TRDAR_CD,SIGNGU_CD,ADSTRD_CD,STDR_YM_CD
D,1001252,11290,11290685,201810
D,1001253,11380,11380570,201810
D,1001254,11380,11380551,201810
D,1001256,11305,11305590,201810
D,1001257,11305,11305630,201810
D,1001258,11350,11350625,201810
A,1000017,11110,11110615,201810
A,1000018,11110,11110710,201810
A,1000734,11590,11590680,201810
A,1000735,11590,11590550,201810
A,1000736,11590,11590520,201810
A,1000737,11590,11590660,201810
A,1000016,11110,11110530,201810
A,1000557,11500,11500540,201810
A,1000558,11500,11500560,201810
A,1000057,11170,11170580,201810
A,1000058,11170,11170560,201810
A,1000059,11170,11170690,201810
A,1000060,11170,11170520,201810
A,1000061,11170,11170510,201810
A,1000207,11230,11230545,201810
A,1000208,11230,11230740,201810
A,1000209,11230,11230536,201810
D,1001107,11710,11710562,201810
D,1001108,11680,11680521,201810
D,1001109,11650,11650540,201810
D,1001110,11710,11710710,201810
D,1001111,11680,11680531,201810
D,1001112,11680,11680531,201810
D,1001113,11590,11590510,201810
D,1001106,11680,11680531,201810
D,1001114,11650,11650540,201810
D,1001260,11320,11320514,201810
D,1001261,11350,11350695,201810
D,1001262,11350,11350695,201810
D,1001263,11350,11350640,201810
D,1001217,11110,11110630,201810
D,1001255,11380,11380530,201810
D,1001259,11305,11305630,201810
R,1001310,11215,11215860,201810
R,1001322,11230,11230600,201810
R,1001323,11230,11230610,201810
R,1001324,11230,11230660,201810
R,1001325,11230,11230545,201810
A,1000541,11470,11470650,201810
A,1000767,11590,11590560,201810
A,1000768,11590,11590670,201810
A,1000769,11590,11590560,201810
A,1000422,11380,11380640,201810
A,1000423,11380,11380632,201810
A,1000210,11230,11230536,201810
A,1000211,11230,11230536,201810
A,1000221,11230,11230740,201810
A,1000289,11290,11290600,201810
A,1000290,11290,11290610,201810
A,1000291,11290,11290600,201810
A,1000292,11290,11290600,201810
D,1001115,11680,11680531,201810
D,1001116,11560,11560535,201810
D,1001117,11680,11680521,201810
D,1001118,11560,11560605,201810
D,1001119,11560,11560535,201810
D,1001082,11680,11680630,201810
D,1001083,11710,11710580,201810
D,1001084,11680,11680590,201810
R,1001326,11230,11230710,201810
R,1001327,11230,11230720,201810
R,1001328,11230,11230750,201810
R,1001329,11260,11260590,201810
R,1001330,11260,11260565,201810
R,1001331,11260,11260570,201810
R,1001285,11140,11140680,201810
R,1001294,11200,11200540,201810
R,1001295,11200,11200560,201810
R,1001296,11200,11200615,201810
R,1001297,11200,11200670,201810
A,1000370,11320,11320710,201810
A,1000371,11320,11320670,201810
A,1000372,11320,11320690,201810
A,1000373,11320,11320660,201810
A,1000374,11320,11320521,201810
A,1000369,11320,11320700,201810
A,1000375,11320,11320660,201810
A,1000293,11290,11290600,201810
A,1000294,11290,11290610,201810
A,1000212,11230,11230650,201810
A,1000213,11230,11230650,201810
A,1000214,11230,11230650,201810
A,1000215,11230,11230570,201810
A,1000273,11290,11290650,201810
A,1000274,11290,11290610,201810
D,1001085,11680,11680640,201810
D,1001086,11650,11650581,201810
D,1001087,11680,11680640,201810
D,1001088,11680,11680610,201810
D,1001066,11680,11680640,201810
D,1001067,11530,11530770,201810
D,1001068,11680,11680610,201810
R,1001298,11200,11200790,201810
R,1001311,11230,11230536,201810
R,1001312,11230,11230536,201810
R,1001313,11230,11230536,201810
R,1001314,11230,11230545,201810
R,1001315,11230,11230545,201810
R,1001316,11230,11230545,201810
R,1001317,11230,11230545,201810
R,1001318,11230,11230545,201810
R,1001319,11230,11230545,201810
R,1001320,11230,11230560,201810
R,1001321,11230,11230610,201810
R,1001299,11215,11215710,201810
A,1000277,11290,11290575,201810
A,1000278,11290,11290555,201810
A,1000279,11290,11290555,201810
A,1000280,11290,11290555,201810
A,1000064,11170,11170700,201810
A,1000065,11170,11170570,201810
A,1000066,11170,11170570,201810
A,1000275,11290,11290600,201810
A,1000276,11290,11290555,201810
D,1001045,11590,11590630,201810
D,1001046,11620,11620695,201810
D,1001047,11680,11680655,201810
D,1001048,11650,11650520,201810
D,1001049,11530,11530760,201810
D,1001050,11650,11650530,201810
D,1001069,11680,11680630,201810
D,1001070,11680,11680610,201810
D,1001071,11680,11680630,201810
D,1001165,11215,11215710,201810
D,1001166,11440,11440590,201810
D,1001167,11440,11440565,201810
D,1001089,11680,11680640,201810
D,1001090,11680,11680531,201810
D,1001091,11680,11680610,201810
R,1001300,11215,11215710,201810
R,1001301,11215,11215740,201810
R,1001302,11215,11215760,201810
R,1001303,11215,11215770,201810
R,1001304,11215,11215820,201810
R,1001305,11215,11215830,201810
R,1001306,11215,11215847,201810
R,1001307,11215,11215840,201810
R,1001308,11215,11215847,201810
R,1001273,11140,11140540,201810
R,1001274,11140,11140590,201810
R,1001275,11140,11140590,201810
R,1001276,11140,11140590,201810
A,1000067,11170,11170590,201810
A,1000068,11170,11170560,201810
A,1000069,11170,11170640,201810
A,1000070,11170,11170650,201810
A,1000152,11215,11215850,201810
A,1000153,11215,11215850,201810
A,1000154,11215,11215870,201810
D,1001051,11590,11590680,201810
D,1001052,11680,11680640,201810
D,1001053,11680,11680600,201810
D,1001022,11590,11590620,201810
D,1001023,11545,11545510,201810
D,1001024,11650,11650610,201810
D,1001025,11620,11620595,201810
D,1001026,11530,11530595,201810
D,1001092,11650,11650560,201810
D,1001093,11710,11710650,201810
D,1001094,11680,11680590,201810
D,1001095,11680,11680521,201810
D,1001096,11530,11530510,201810
D,1001097,11710,11710680,201810
R,1001277,11140,11140605,201810
R,1001264,11110,11110515,201810
R,1001265,11110,11110615,201810
R,1001266,11110,11110630,201810
R,1001267,11110,11110630,201810
R,1001268,11110,11110630,201810
R,1001269,11110,11110670,201810
R,1001270,11110,11110680,201810
R,1001272,11110,11110710,201810
R,1001286,11170,11170510,201810
R,1001287,11170,11170520,201810
R,1001288,11170,11170555,201810
R,1001289,11170,11170590,201810
R,1001290,11170,11170630,201810
R,1001291,11170,11170650,201810
A,1000155,11215,11215810,201810
A,1000156,11215,11215750,201810
A,1000157,11215,11215750,201810
A,1000158,11215,11215820,201810
A,1000295,11290,11290725,201810
A,1000296,11290,11290780,201810
A,1000297,11290,11290630,201810
D,1001027,11545,11545510,201810
D,1001028,11620,11620575,201810
D,1001029,11650,11650651,201810
D,1001011,11545,11545670,201810
D,1001012,11650,11650652,201810
D,1001013,11650,11650652,201810
D,1001014,11650,11650652,201810
D,1001015,11545,11545610,201810
D,1001016,11620,11620735,201810
D,1001098,11680,11680590,201810
D,1001099,11680,11680580,201810
D,1001100,11680,11680521,201810
D,1001101,11680,11680590,201810
D,1001102,11680,11680521,201810
D,1001103,11680,11680580,201810
D,1001104,11680,11680580,201810
D,1001054,11680,11680600,201810
D,1001055,11650,11650530,201810
D,1001056,11710,11710620,201810
R,1001292,11170,11170660,201810
R,1001293,11170,11170700,201810
R,1001278,11140,11140615,201810
R,1001279,11140,11140615,201810
R,1001280,11140,11140615,201810
R,1001281,11140,11140615,201810
R,1001282,11140,11140635,201810
R,1001283,11140,11140650,201810
R,1001284,11140,11140670,201810
R,1001309,11215,11215847,201810
R,1001368,11380,11380530,201810
R,1001369,11380,11380551,201810
R,1001370,11380,11380552,201810
R,1001371,11380,11380570,201810
A,1000377,11320,11320515,201810
A,1000378,11350,11350611,201810
A,1000298,11290,11290630,201810
A,1000299,11290,11290640,201810
A,1000300,11290,11290705,201810
A,1000376,11320,11320513,201810
D,1001017,11620,11620630,201810
D,1001018,11650,11650652,201810
D,1001019,11680,11680690,201810
D,1001020,11710,11710642,201810
D,1001021,11545,11545510,201810
D,1001038,11530,11530540,201810
D,1001039,11650,11650530,201810
D,1001040,11620,11620695,201810
D,1001041,11680,11680750,201810
D,1001057,11650,11650510,201810
D,1001058,11680,11680640,201810
D,1001059,11650,11650530,201810
D,1001060,11710,11710631,201810
D,1001061,11650,11650590,201810
D,1001062,11650,11650520,201810
D,1001181,11215,11215730,201810
D,1001123,11680,11680531,201810
R,1001490,11740,11740685,201810
R,1001332,11260,11260575,201810
R,1001333,11260,11260630,201810
R,1001334,11260,11260610,201810
R,1001335,11260,11260620,201810
R,1001336,11260,11260655,201810
R,1001337,11260,11260660,201810
R,1001338,11290,11290555,201810
R,1001377,11410,11410520,201810
A,1000379,11350,11350595,201810
A,1000380,11350,11350595,201810
A,1000381,11350,11350630,201810
A,1000071,11170,11170685,201810
A,1000072,11170,11170700,201810
A,1000073,11170,11170555,201810
D,1001042,11650,11650510,201810
D,1001043,11650,11650621,201810
D,1001044,11650,11650520,201810
D,1001030,11650,11650651,201810
D,1001031,11620,11620645,201810
D,1001032,11620,11620645,201810
D,1001033,11650,11650510,201810
